Date,Time,cow-a (black),cow-a (black) (detection confidence),cow-a (black) (Activity confidence),cow-a (black) (iou),cow-a (black) (flag),cow-b (white-pattern),cow-b (white-pattern) (detection confidence),cow-b (white-pattern) (Activity confidence),cow-b (white-pattern) (iou),cow-b (white-pattern) (flag),cow-c (black-pattern),cow-c (black-pattern) (detection confidence),cow-c (black-pattern) (Activity confidence),cow-c (black-pattern) (iou),cow-c (black-pattern) (flag)
28/6/2024,17.41.03,stand,0.724097133,0.773734033,0.698249274,0,stand,0.782054067,0.814334989,0.778189067,0,stand,0.822390199,0.884110153,0.873699129,0
28/6/2024,17.41.04,stand,0.667246819,0.733906925,0.876785515,0,stand,0.774270535,0.823530436,0.927753628,0,stand,0.82232058,0.910766363,0.958974089,0
28/6/2024,17.41.05,stand,0.779300511,0.719409049,0.943213919,0,stand,0.760412216,0.731674254,0.925665788,0,stand,0.817433476,0.909791827,0.957900626,0
28/6/2024,17.41.06,stand,0.83918047,0.900133312,0.867779833,0,stand,0.695902109,0.859161437,0.846143326,0,stand,0.829613328,0.899993002,0.901472873,0
28/6/2024,17.41.07,stand,0.780749321,0.692370474,0.588995917,0,stand,,0.438428462,0.569383685,3.1,stand,0.825213671,0.898234665,0.94783887,0
28/6/2024,17.41.08,stand,0.704137564,0.875524879,0.875171392,0,stand,,0.438428462,0,2,stand,0.836207151,0.891445577,0.932213952,0
28/6/2024,17.41.09,stand,0.810538411,0.808450162,0.737686237,0,stand,,0.438428462,0,2,stand,0.799091458,0.887069225,0.922990115,0
28/6/2024,17.41.10,stand,0.831726193,0.863799751,0.861372293,0,stand,,0.438428462,0,2,stand,0.812431276,0.888659477,0.935808409,0
28/6/2024,17.41.11,stand,0.829504132,0.698950708,0.811046952,0,stand,,0.438428462,0,2,stand,0.805336654,0.882943034,0.95398918,0
28/6/2024,17.41.12,stand,0.815044045,0.856902361,0.836023564,0,stand,,0.438428462,0,2,stand,0.800646365,0.885986209,0.932515411,0
28/6/2024,17.41.13,stand,0.797664762,0.789637923,0.812531504,0,stand,,0.438428462,0,2,stand,0.800176978,0.884313643,0.919432418,0
28/6/2024,17.41.14,stand,0.754511416,0.884317338,0.914129379,0,stand,,0.438428462,0,2,stand,0.805558145,0.881998003,0.901555546,0
28/6/2024,17.41.15,stand,0.763164341,0.878428817,0.862289351,0,stand,,0.438428462,0,2,stand,0.807973146,0.879641116,0.892664735,0
28/6/2024,17.41.16,stand,0.790851235,0.868692577,0.862899577,0,stand,,0.438428462,0,2,stand,0.812184513,0.8812325,0.900664563,0
28/6/2024,17.41.17,stand,0.771229565,0.862524331,0.872701497,0,stand,,0.438428462,0,2,stand,0.811306298,0.888970017,0.913478468,0
28/6/2024,17.41.18,stand,0.808325946,0.841234922,0.871427956,0,stand,,0.438428462,0,2,stand,0.813693643,0.891004026,0.922577621,0
28/6/2024,17.41.19,stand,0.800961852,0.876427531,0.850522115,0,stand,,0.438428462,0,2,stand,0.821390212,0.891221881,0.91953725,0
28/6/2024,17.41.20,stand,0.800696731,0.840484977,0.831668477,0,stand,,0.438428462,0,2,stand,0.815341294,0.888756931,0.929741111,0
28/6/2024,17.41.21,stand,0.827296674,0.827878714,0.858174734,0,stand,,0.438428462,0,2,stand,0.830355287,0.875507176,0.93655872,0
28/6/2024,17.41.22,stand,0.724552512,0.890795231,0.839966776,0,stand,,0.870489001,0.479531375,3.1,stand,0.816532731,0.865768015,0.927992244,0
